cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene
463	chrII	50124	50139	+	50124	2.483232	1.241616	50124	50139	16	NA
464	chrII	50426	50428	+	50426	6.518482	3.104039	50426	50427	2	NA
465	chrII	50530	50642	+	50602	4.65606	1.241616	50532	50626	95	NA
675	chrII	181578	181662	+	181602	16.451409	4.035251	181579	181645	67	YBL020W
677	chrII	182247	182357	+	182319	429.599004	130.369638	182319	182346	28	YBL020W
2446	chrII	27983	28674	-	28273	543.517251	39.421295	28213	28607	395	NA
2779	chrII	181878	182180	-	182118	420.907696	83.498649	182094	182141	48	YBL021C
2775	chrII	181140	181300	-	181300	93.741982	60.528761	181169	181300	132	YBL022C
2776	chrII	181358	181436	-	181394	782.528237	213.868288	181385	181408	24	YBL022C
2762	chrII	177527	177669	-	177579	289.296438	149.304276	177567	177613	47	YBL023C
472	chrII	63842	63983	+	63909	26.073933	6.208078	63846	63963	118	NA
473	chrII	64014	64079	+	64064	25.142718	6.518482	64017	64064	48	NA
474	chrII	64115	64330	+	64190	10.864139	2.172827	64124	64306	183	NA
475	chrII	64553	64598	+	64572	3.414443	2.172827	64556	64572	17	NA
477	chrII	64888	64999	+	64952	8.691312	1.241616	64896	64995	100	NA
478	chrII	65055	65150	+	65057	28.246757	9.001713	65057	65094	38	NA
479	chrII	65209	65210	+	65210	2.172828	1.55202	65209	65210	2	NA
480	chrII	65502	65641	+	65633	41.283723	19.555446	65582	65635	54	NA
481	chrII	65878	65999	+	65880	19.245045	7.13929	65880	65935	56	NA
482	chrII	66251	66265	+	66251	1.55202	0.931212	66251	66265	15	NA
483	chrII	66462	66468	+	66467	8.380905	5.58727	66466	66467	2	NA
664	chrII	171906	172019	+	171961	7.139291	1.862423	171935	171994	60	YBL024W
665	chrII	172418	172530	+	172511	1242.236415	430.840614	172504	172525	22	YBL024W
486	chrII	72154	72341	+	72154	27.936354	6.208078	72154	72303	150	NA
488	chrII	72534	72546	+	72546	1.862424	0.931212	72534	72546	13	NA
660	chrII	171355	171495	+	171418	167.928516	36.938064	171399	171483	85	YBL025W
493	chrII	75536	75591	+	75546	4.035251	1.862423	75543	75571	29	NA
494	chrII	75647	75649	+	75647	5.58727	2.793635	75647	75648	2	NA
495	chrII	76139	76143	+	76141	3.414443	1.862423	76141	76143	3	NA
497	chrII	76458	76642	+	76590	26.694742	4.035251	76477	76640	164	NA
498	chrII	76723	76739	+	76723	6.518483	3.104039	76723	76734	12	NA
499	chrII	76921	76941	+	76941	3.104039	2.483231	76921	76941	21	NA
500	chrII	77283	77313	+	77289	4.65606	1.241616	77284	77313	30	NA
501	chrII	77498	77498	+	77498	1.241616	1.241616	77498	77498	1	NA
502	chrII	77614	77616	+	77616	3.414443	2.793635	77615	77616	2	NA
503	chrII	77923	78041	+	77975	4.035252	0.931212	77927	78024	98	NA
506	chrII	78820	78866	+	78828	8.69131	4.035251	78828	78862	35	NA
507	chrII	79273	79306	+	79277	4.345656	1.55202	79277	79301	25	NA
508	chrII	79489	79528	+	79489	5.276866	1.862423	79489	79528	40	NA
653	chrII	169652	169721	+	169682	6.518483	3.724847	169652	169693	42	YBL026W
655	chrII	170081	170098	+	170081	1.862424	0.931212	170081	170098	18	YBL026W
656	chrII	170188	170293	+	170234	12.416158	3.104039	170206	170285	80	YBL026W
657	chrII	170326	170414	+	170348	22.349083	5.58727	170334	170383	50	YBL026W
658	chrII	170470	170623	+	170552	1568.160509	304.506227	170547	170600	54	YBL026W
649	chrII	168131	168219	+	168160	6.20808	1.241616	168143	168200	58	YBL027W
650	chrII	168295	168415	+	168392	27210.316339	15375.857219	168392	168404	13	YBL027W
2740	chrII	167845	167926	-	167877	2414.01114	865.406075	167850	167890	41	YBL028C
2731	chrII	164772	164905	-	164828	2896.68921	602.493971	164811	164847	37	YBL029C-A
2732	chrII	164949	165051	-	165005	8.691311	1.862423	164949	165037	89	YBL029C-A
2733	chrII	165323	165380	-	165349	6.518482	2.172827	165328	165353	26	YBL029C-A
642	chrII	165621	165682	+	165642	14.588985	3.414443	165621	165662	42	YBL029W
643	chrII	166064	166136	+	166098	105.847733	20.176254	166079	166110	32	YBL029W
2727	chrII	163877	164017	-	164017	98.708446	45.008566	163906	164017	112	YBL030C
2728	chrII	164094	164241	-	164115	4220.251439	918.485142	164113	164141	29	YBL030C
2729	chrII	164350	164400	-	164361	3.10404	0.620808	164361	164394	34	YBL030C
514	chrII	90047	90206	+	90099	17.693026	4.656059	90086	90189	104	NA
634	chrII	161593	161724	+	161677	82.257039	26.694735	161661	161708	48	YBL031W
516	chrII	90954	91176	+	91104	20.176258	4.035251	90999	91132	134	NA
517	chrII	91208	91288	+	91241	5.587271	1.862423	91208	91287	80	NA
627	chrII	160028	160147	+	160094	587.594588	205.176978	160092	160124	33	YBL032W
2464	chrII	48028	48207	-	48135	25.763528	4.966462	48052	48153	102	NA
2465	chrII	48238	48341	-	48304	9.001716	1.55202	48248	48333	86	NA
2721	chrII	159696	159765	-	159721	336.167427	248.633524	159707	159721	15	YBL033C
2474	chrII	51294	51628	-	51549	45.939781	14.588983	51392	51604	213	NA
2494	chrII	59315	59449	-	59364	76.669768	14.278579	59338	59438	101	NA
2717	chrII	158438	158500	-	158451	354.79166	178.482243	158448	158459	12	YBL034C
2718	chrII	158793	158941	-	158793	4.966464	0.620808	158793	158940	148	YBL034C
2496	chrII	60052	60191	-	60070	22.038682	2.172827	60070	60181	112	NA
2497	chrII	60352	60391	-	60357	2.172828	0.931212	60352	60391	40	NA
2701	chrII	153608	153745	-	153688	50.906243	13.968176	153668	153703	36	YBL035C
2501	chrII	61554	61723	-	61579	18.003429	4.966462	61563	61692	130	NA
2502	chrII	62086	62339	-	62143	28.557163	3.104039	62128	62312	185	NA
2694	chrII	151214	151272	-	151236	711.445741	364.414179	151228	151265	38	YBL036C
616	chrII	147034	147204	+	147111	366.897416	100.570864	147100	147162	63	YBL037W
522	chrII	92573	92653	+	92583	4.65606	0.931212	92573	92651	79	NA
523	chrII	92736	92782	+	92736	2.172828	0.620808	92736	92782	47	NA
524	chrII	92855	92867	+	92857	1.241616	0.620808	92855	92867	13	NA
525	chrII	93034	93075	+	93072	4.035252	1.241616	93034	93075	42	NA
614	chrII	146085	146136	+	146136	588.836201	230.940502	146113	146136	24	YBL038W
2688	chrII	145758	145847	-	145782	2731.864733	1291.590631	145770	145807	38	YBL039C
2515	chrII	70083	70144	-	70134	1.55202	0.620808	70083	70144	62	NA
613	chrII	142991	143108	+	143091	216.041118	63.943204	143085	143108	24	YBL039W-B
2679	chrII	142887	142965	-	142896	2144.580553	706.168874	142892	142911	20	YBL040C
2680	chrII	143019	143160	-	143111	15.8306	3.414443	143066	143111	46	YBL040C
2681	chrII	143607	143607	-	143607	1.241616	1.241616	143607	143607	1	YBL040C
531	chrII	101982	102061	+	102061	4.345656	0.931212	101983	102061	79	NA
532	chrII	102228	102261	+	102228	1.241616	0.620808	102228	102261	34	NA
534	chrII	102926	102948	+	102928	2.172828	1.241616	102926	102948	23	NA
536	chrII	103228	103315	+	103228	3.724848	0.931212	103228	103289	62	NA
538	chrII	103653	103699	+	103653	2.483232	0.620808	103653	103699	47	NA
539	chrII	103769	103769	+	103769	1.55202	1.55202	103769	103769	1	NA
540	chrII	104688	104698	+	104697	1.241616	0.620808	104688	104698	11	NA
608	chrII	140923	141247	+	141196	3775.132255	830.02003	141195	141237	43	YBL041W
2528	chrII	74503	74601	-	74539	8.070503	2.172827	74508	74587	80	NA
2676	chrII	140314	140385	-	140316	344.237929	225.353232	140316	140349	34	YBL042C
2677	chrII	140946	141009	-	141009	2.172828	0.620808	140946	141009	64	YBL042C
601	chrII	136421	136482	+	136424	6.518483	2.793635	136421	136448	28	YBL043W
602	chrII	136513	136597	+	136527	36.938066	9.312117	136527	136560	34	YBL043W
546	chrII	108417	108443	+	108417	1.55202	1.241616	108417	108443	27	NA
548	chrII	108976	108988	+	108976	2.172828	0.931212	108976	108988	13	NA
2532	chrII	80251	80648	-	80383	73.255335	19.86585	80352	80582	231	NA
2667	chrII	135462	135817	-	135702	2070.394036	863.233248	135640	135720	81	YBL045C
550	chrII	110647	110747	+	110700	323.440869	87.5339	110672	110707	36	NA
551	chrII	110852	110866	+	110857	7.760098	3.724847	110855	110857	3	NA
595	chrII	132390	132499	+	132424	209.212234	42.835738	132399	132432	34	YBL046W
2535	chrII	81224	81491	-	81465	125.092781	36.938064	81380	81465	86	NA
2536	chrII	81522	82183	-	81600	384.280052	38.17968	81558	82016	459	NA
2538	chrII	82214	82402	-	82316	26.384336	6.828886	82264	82332	69	NA
2540	chrII	82820	83051	-	82829	88.775523	49.975028	82828	82916	89	NA
2541	chrII	83145	83510	-	83159	58.355942	24.521908	83158	83418	261	NA
2542	chrII	83554	84186	-	83781	117.643096	6.208078	83619	84145	527	NA
2657	chrII	132136	132225	-	132196	1253.100554	347.031561	132179	132206	28	YBL047C
554	chrII	111575	112125	+	111911	163.272466	9.622521	111692	111986	295	NA
555	chrII	112157	112263	+	112176	11.484946	1.862423	112158	112246	89	NA
556	chrII	112336	112511	+	112392	55.872708	10.243329	112349	112422	74	NA
559	chrII	113824	114133	+	114001	53.079074	5.276866	113841	114039	199	NA
560	chrII	114250	114339	+	114284	7.139292	1.55202	114257	114333	77	NA
561	chrII	114432	114676	+	114600	29.177974	4.656059	114457	114619	163	NA
563	chrII	114706	115065	+	114937	75.428159	7.760098	114727	115058	332	NA
589	chrII	126228	126264	+	126228	1.241616	0.310404	126228	126264	37	YBL049W
590	chrII	126343	126349	+	126346	1.241616	0.620808	126343	126349	7	YBL049W
591	chrII	126586	126637	+	126606	91.258748	46.560585	126606	126623	18	YBL049W
568	chrII	117577	117613	+	117613	1.241616	0.620808	117577	117613	37	NA
569	chrII	117851	117855	+	117855	1.241616	0.931212	117851	117855	5	NA
570	chrII	117916	117976	+	117955	3.10404	1.241616	117945	117955	11	NA
572	chrII	118117	118182	+	118117	4.035251	1.862423	118117	118182	66	NA
575	chrII	118461	118473	+	118461	1.241616	0.310404	118461	118473	13	NA
576	chrII	118539	118619	+	118566	3.414444	1.241616	118566	118614	49	NA
583	chrII	125014	125094	+	125048	1576.851817	434.255057	125038	125062	25	YBL050W
2640	chrII	124779	124864	-	124822	924.072411	357.895697	124817	124844	28	YBL051C
2629	chrII	122031	122188	-	122102	543.517233	89.085919	122042	122141	100	YBL052C
2630	chrII	122513	122587	-	122582	13.036966	4.656059	122526	122586	61	YBL052C
565	chrII	117062	117269	+	117099	44.077359	11.484944	117099	117251	153	YBL054W
566	chrII	117349	117378	+	117378	8.380906	5.58727	117352	117378	27	YBL054W
567	chrII	117454	117536	+	117480	17.693024	10.243329	117470	117480	11	YBL054W
584	chrII	125157	125284	+	125284	36.317259	22.038677	125184	125284	101	NA
585	chrII	125389	125412	+	125410	7.139291	2.483231	125407	125412	6	NA
586	chrII	125565	125589	+	125572	46.250185	20.176254	125571	125584	14	NA
588	chrII	125673	125859	+	125858	21.417874	3.104039	125676	125858	183	NA
2559	chrII	89008	89271	-	89008	722.309894	330.890558	89008	89110	103	NA
2612	chrII	117089	117255	-	117198	37.558876	9.932925	117137	117224	88	YBL055C
2613	chrII	117631	117651	-	117642	1.55202	0.931212	117631	117651	21	YBL055C
557	chrII	113356	113369	+	113369	2.483231	1.862423	113356	113369	14	YBL056W
558	chrII	113607	113762	+	113720	1686.424401	392.971338	113641	113730	90	YBL056W
2606	chrII	113382	113497	-	113439	668.610007	185.000725	113436	113452	17	YBL057C
552	chrII	111367	111465	+	111409	1476.591358	552.829347	111403	111421	19	YBL058W
2602	chrII	110531	110638	-	110571	1291.280231	427.736575	110551	110571	21	YBL059C-A
2603	chrII	110722	110760	-	110760	2.483232	0.931212	110722	110760	39	YBL059C-A
2604	chrII	111148	111228	-	111205	19.555448	5.897674	111151	111219	69	YBL059C-A
596	chrII	132529	132728	+	132639	22.038681	4.035251	132544	132671	128	NA
598	chrII	133117	133200	+	133119	19.865853	7.449694	133119	133175	57	NA
599	chrII	133316	133341	+	133340	6.208079	3.104039	133322	133340	19	NA
542	chrII	107626	107749	+	107712	18.00343	3.104039	107647	107712	66	YBL060W
543	chrII	107870	108022	+	107914	49.043819	9.312117	107876	107932	57	YBL060W
600	chrII	136021	136212	+	136106	20.176258	4.035251	136036	136169	134	NA
2599	chrII	107506	107559	-	107506	209.833039	140.612967	107506	107518	13	YBL061C
2600	chrII	107654	107714	-	107675	2.483232	0.620808	107654	107714	61	YBL061C
541	chrII	104841	104856	+	104856	2.483232	1.55202	104841	104856	16	YBL062W
603	chrII	136687	136719	+	136705	1.862424	0.620808	136687	136719	33	NA
604	chrII	136974	136976	+	136976	1.241616	0.620808	136974	136976	3	NA
605	chrII	137332	137389	+	137343	3.414444	1.241616	137332	137381	50	NA
529	chrII	101487	101516	+	101516	5.897675	1.862423	101487	101516	30	YBL063W
530	chrII	101831	101886	+	101869	270.051396	151.477104	101864	101882	19	YBL063W
610	chrII	141431	141608	+	141465	34.144431	4.656059	141444	141606	163	NA
2589	chrII	101161	101244	-	101188	2561.763394	1693.874086	101168	101214	47	YBL064C
2590	chrII	101654	101671	-	101654	6.208079	4.345655	101654	101671	18	YBL064C
2582	chrII	99417	99446	-	99445	3.414443	2.793635	99445	99445	1	NA
2586	chrII	100099	100182	-	100156	155.512356	43.76695	100140	100182	43	YBL066C
2573	chrII	95951	95989	-	95953	28.246756	24.832312	95953	95953	1	YBL067C
2574	chrII	96103	96205	-	96112	707.100092	109.262173	96112	96174	63	YBL067C
2587	chrII	100633	100838	-	100766	57.114327	17.072215	100703	100817	115	NA
2588	chrII	100900	100973	-	100922	86.292287	54.320683	100922	100924	3	NA
521	chrII	92296	92505	+	92345	679.784548	122.299137	92345	92396	52	YBL068W
615	chrII	146259	146671	+	146519	27.625955	4.035251	146290	146620	331	NA
518	chrII	91342	91379	+	91377	3.10404	0.931212	91357	91377	21	YBL068W-A
519	chrII	91523	91525	+	91523	2.793636	0.931212	91523	91525	3	YBL068W-A
617	chrII	147673	147769	+	147741	3.724848	0.620808	147687	147764	78	NA
619	chrII	148448	148448	+	148448	1.55202	1.55202	148448	148448	1	NA
623	chrII	149481	149487	+	149481	1.241616	0.620808	149481	149487	7	NA
515	chrII	90615	90722	+	90685	464.364243	169.48053	90665	90709	45	YBL069W
633	chrII	160850	161093	+	161076	30.729993	4.345655	160898	161076	179	NA
2591	chrII	105670	105695	-	105670	1.862424	1.241616	105670	105695	26	NA
2592	chrII	105746	105951	-	105771	21.728277	3.414443	105767	105890	124	NA
2593	chrII	106080	106138	-	106082	2.172828	0.620808	106080	106138	59	NA
2594	chrII	106267	106358	-	106296	14.278581	5.897674	106296	106338	43	NA
2595	chrII	106679	106689	-	106680	1.862424	0.931212	106679	106689	11	NA
2596	chrII	106765	106854	-	106851	4.966463	2.483231	106778	106852	75	NA
2601	chrII	110285	110418	-	110308	17.382623	2.172827	110308	110411	104	NA
2561	chrII	89590	89711	-	89680	11.484947	2.172827	89610	89687	78	YBL071C-B
2605	chrII	113120	113352	-	113235	66.736846	9.312117	113208	113341	134	NA
512	chrII	89253	89302	+	89253	1.241616	0.310404	89253	89302	50	YBL071W-A
513	chrII	89890	89980	+	89943	259.808065	134.404889	89935	89943	9	YBL071W-A
2560	chrII	89450	89554	-	89464	17475.1188	8792.190486	89450	89464	15	YBL072C
2608	chrII	116038	116040	-	116038	4.656059	3.414443	116038	116040	3	NA
2609	chrII	116269	116344	-	116269	4.345656	0.931212	116269	116344	76	NA
2610	chrII	116445	116569	-	116448	7.7601	1.241616	116445	116561	117	NA
2611	chrII	116754	116925	-	116803	239.321413	51.837451	116803	116889	87	NA
644	chrII	166251	166340	+	166263	26.07393	7.760098	166257	166313	57	NA
645	chrII	166421	166461	+	166458	3.724848	1.241616	166421	166460	40	NA
646	chrII	166644	166647	+	166647	2.172828	1.241616	166644	166647	4	NA
648	chrII	166919	167185	+	167148	125.713586	18.31383	167050	167148	99	NA
2556	chrII	87690	87854	-	87800	109.882984	25.763524	87751	87814	64	YBL074C
2557	chrII	88196	88301	-	88237	4.345656	0.931212	88221	88301	81	YBL074C
2614	chrII	119525	119932	-	119623	102.122897	9.932925	119564	119817	254	NA
2616	chrII	120068	120202	-	120122	8.070504	1.55202	120091	120162	72	NA
2618	chrII	120374	120453	-	120404	4.035252	0.931212	120383	120453	71	NA
2620	chrII	120833	120866	-	120835	3.10404	1.241616	120833	120858	26	NA
2621	chrII	121072	121153	-	121072	3.414444	0.620808	121072	121153	82	NA
2623	chrII	121285	121380	-	121355	3.10404	0.620808	121297	121376	80	NA
2624	chrII	121516	121595	-	121541	7.760099	2.793635	121541	121587	47	NA
2626	chrII	121736	121806	-	121761	14.278581	8.070501	121759	121778	20	NA
2551	chrII	86446	86485	-	86472	19.555448	7.13929	86457	86477	21	YBL075C
2632	chrII	122766	122877	-	122869	24.21151	2.793635	122794	122869	76	NA
2633	chrII	122919	123012	-	122975	3.414444	0.931212	122942	122989	48	NA
2634	chrII	123046	123311	-	123202	92.189969	17.382618	123144	123287	144	NA
2635	chrII	123380	123631	-	123393	94.673197	30.729986	123392	123586	195	NA
2636	chrII	123911	123927	-	123920	3.724848	1.241616	123920	123923	4	NA
2637	chrII	124146	124541	-	124237	78.221793	19.245042	124147	124434	288	NA
2639	chrII	124598	124717	-	124621	23.280296	5.276866	124621	124707	87	NA
2543	chrII	84269	84332	-	84290	4992.846744	2478.885551	84270	84307	38	YBL076C
2647	chrII	128267	129067	-	128767	108.951787	12.416156	128333	128874	542	NA
2648	chrII	129342	130390	-	129664	198.348118	7.13929	129387	130340	954	NA
2651	chrII	130489	131043	-	130756	74.49695	9.932925	130684	130983	300	NA
2652	chrII	131074	131101	-	131083	20.176255	9.312117	131081	131101	21	NA
2653	chrII	131302	131400	-	131318	4.65606	0.931212	131302	131400	99	NA
2656	chrII	131788	132085	-	131872	26.384337	3.724847	131830	132048	219	NA
651	chrII	168809	168894	+	168870	410.043559	79.773802	168840	168870	31	NA
652	chrII	168939	169086	+	169018	721.689078	235.906965	168966	169048	83	NA
2534	chrII	80729	80813	-	80754	1868.321081	495.715029	80749	80775	27	YBL078C
2660	chrII	134127	134432	-	134251	43.456554	9.622521	134195	134388	194	NA
2661	chrII	134498	134532	-	134531	7.760098	5.897674	134515	134531	17	NA
2662	chrII	134717	134742	-	134717	3.724848	1.55202	134717	134741	25	NA
2665	chrII	135102	135414	-	135313	48.423017	6.208078	135192	135362	171	NA
489	chrII	74418	74436	+	74418	4.966464	1.55202	74418	74436	19	YBL079W
491	chrII	75129	75229	+	75196	678.232528	149.304276	75178	75210	33	YBL079W
2529	chrII	74706	74787	-	74711	147.752258	86.913092	74711	74775	65	YBL080C
2530	chrII	74907	74994	-	74968	5.276868	1.55202	74915	74994	80	YBL080C
2669	chrII	138590	138609	-	138590	1.241616	0.620808	138590	138609	20	NA
2671	chrII	139255	139282	-	139282	1.241616	0.620808	139255	139282	28	NA
2673	chrII	139748	139855	-	139758	5.587272	0.931212	139758	139828	71	NA
2675	chrII	140192	140212	-	140211	13.036965	7.449694	140206	140211	6	NA
484	chrII	71531	71595	+	71566	160.789223	42.21493	71549	71570	22	YBL081W
485	chrII	71772	71914	+	71801	11.484947	4.345655	71801	71910	110	YBL081W
661	chrII	171602	171714	+	171625	43.45655	11.484944	171619	171688	70	NA
2519	chrII	71136	71202	-	71159	165.134878	56.803914	71151	71173	23	YBL082C
2520	chrII	71397	71406	-	71406	1.241616	0.620808	71397	71406	10	YBL082C
2678	chrII	142327	142794	-	142651	96.846027	14.278579	142371	142651	281	NA
2516	chrII	70223	70240	-	70239	3.104039	2.172827	70223	70240	18	YBL083C
2518	chrII	70517	70563	-	70563	2.172828	1.241616	70517	70563	47	YBL083C
2514	chrII	69479	69615	-	69566	98.087637	24.832312	69522	69572	51	YBL084C
2682	chrII	144057	144086	-	144077	1.55202	0.931212	144057	144086	30	NA
2683	chrII	144261	144524	-	144372	36.31726	10.553733	144371	144523	153	NA
2684	chrII	144570	144641	-	144600	78.532191	21.107465	144576	144618	43	NA
2685	chrII	144855	144907	-	144881	4.966464	1.241616	144855	144899	45	NA
2686	chrII	145011	145361	-	145012	87.844311	33.834025	145012	145214	203	NA
2687	chrII	145391	145679	-	145535	21.728278	2.172827	145437	145677	241	NA
469	chrII	62915	62951	+	62915	1.55202	0.310404	62915	62951	37	YBL085W
470	chrII	63475	63534	+	63485	9.622521	2.483231	63483	63533	51	YBL085W
471	chrII	63607	63763	+	63740	1040.784286	402.283455	63675	63740	66	YBL085W
671	chrII	173483	173677	+	173633	25.142723	2.793635	173492	173633	142	NA
673	chrII	174000	174390	+	174085	38.490091	3.414443	174029	174328	300	NA
2504	chrII	62373	62735	-	62717	469.020306	68.599262	62581	62717	137	YBL086C
2691	chrII	150661	150712	-	150685	11.174541	4.656059	150684	150693	10	NA
2692	chrII	150838	150840	-	150839	25.453121	13.968176	150839	150840	2	NA
2693	chrII	150986	151150	-	151017	121.678332	34.144429	150986	151150	165	NA
2499	chrII	60743	60892	-	60777	3870.426243	1156.875338	60757	60822	66	YBL087C
2697	chrII	152269	152276	-	152276	1.55202	0.931212	152269	152276	8	NA
2698	chrII	152480	152564	-	152480	2.793636	0.620808	152480	152564	85	NA
2699	chrII	153126	153202	-	153126	1.862424	0.310404	153126	153202	77	NA
2700	chrII	153481	153512	-	153512	1.55202	0.620808	153481	153512	32	NA
2495	chrII	59529	59684	-	59548	318.474405	91.879555	59548	59591	44	YBL088C
2702	chrII	154111	154260	-	154190	5.897676	1.55202	154129	154249	121	NA
2703	chrII	154320	154348	-	154336	2.793636	1.55202	154320	154348	29	NA
2706	chrII	154923	155199	-	155103	24.832317	4.035251	154947	155118	172	NA
2707	chrII	155284	155360	-	155347	24.521911	7.13929	155319	155349	31	NA
2708	chrII	155606	155630	-	155606	1.241616	0.620808	155606	155630	25	NA
2710	chrII	156474	156494	-	156490	2.483232	1.241616	156474	156494	21	NA
2711	chrII	156604	156666	-	156664	5.276867	3.104039	156632	156665	34	NA
2712	chrII	156804	156811	-	156804	1.55202	0.931212	156804	156811	8	NA
2713	chrII	157150	157193	-	157193	4.345655	2.793635	157166	157193	28	NA
2715	chrII	158123	158197	-	158150	3.414444	1.241616	158150	158197	48	NA
457	chrII	49039	49104	+	49082	23.590697	6.208078	49062	49082	21	YBL089W
459	chrII	49491	49594	+	49558	200.831329	64.253607	49535	49576	42	YBL089W
679	chrII	182554	182684	+	182680	4.966464	0.931212	182554	182683	130	NA
681	chrII	183017	183108	+	183027	8.380907	1.862423	183025	183085	61	NA
456	chrII	48736	48824	+	48794	1470.072879	740.934111	48794	48818	25	YBL090W
2468	chrII	48638	48718	-	48650	815.741455	551.587731	48641	48659	19	YBL091C
2469	chrII	48972	49046	-	49038	10.243331	4.345655	48998	49046	49	YBL091C
2470	chrII	49396	49464	-	49396	7.139291	3.724847	49396	49433	38	YBL091C
2719	chrII	159411	159441	-	159412	2.793636	1.55202	159411	159441	31	NA
2460	chrII	47181	47243	-	47193	803.014894	416.562035	47185	47193	9	YBL091C-A
2461	chrII	47665	47687	-	47667	8.070501	2.793635	47666	47685	20	YBL091C-A
2723	chrII	163028	163105	-	163103	6.518483	2.172827	163030	163103	74	NA
2724	chrII	163211	163502	-	163298	17.072219	1.862423	163277	163445	169	NA
2725	chrII	163547	163639	-	163621	3.724848	0.931212	163565	163639	75	NA
446	chrII	45295	45390	+	45305	15.520198	3.104039	45298	45371	74	YBL092W
447	chrII	45462	45634	+	45613	28582.301584	6779.531594	45609	45626	18	YBL092W
2456	chrII	44938	45105	-	44968	1660.660875	398.869012	44959	45017	59	YBL093C
2457	chrII	45438	45473	-	45438	4.656059	2.172827	45438	45473	36	YBL093C
2730	chrII	164552	164650	-	164567	14.89939	3.414443	164567	164628	62	NA
2455	chrII	44348	44862	-	44465	102.122898	11.795348	44441	44786	346	YBL094C
442	chrII	43216	43283	+	43267	138.440143	54.631087	43252	43267	16	YBL095W
699	chrII	194315	194386	+	194372	2.793636	0.931212	194315	194386	72	NA
703	chrII	195212	195350	+	195307	8.691311	3.104039	195212	195309	98	NA
704	chrII	195433	195567	+	195485	8.070503	2.793635	195446	195547	102	NA
2750	chrII	175259	175331	-	175271	4.035252	0.620808	175267	175318	52	NA
2751	chrII	175378	175390	-	175380	1.862424	1.241616	175378	175390	13	NA
2752	chrII	175564	175580	-	175580	2.793636	1.55202	175564	175580	17	NA
2753	chrII	175721	175754	-	175722	5.897675	2.172827	175722	175747	26	NA
2754	chrII	175899	175915	-	175899	1.241616	0.620808	175899	175915	17	NA
2755	chrII	176118	176127	-	176118	2.172828	1.55202	176118	176127	10	NA
2756	chrII	176224	176291	-	176291	4.65606	0.931212	176226	176291	66	NA
2757	chrII	176543	176596	-	176558	2.793636	0.931212	176543	176596	54	NA
2759	chrII	177129	177129	-	177129	1.241616	1.241616	177129	177129	1	NA
2760	chrII	177318	177382	-	177378	4.656059	2.793635	177336	177382	47	NA
434	chrII	40724	40828	+	40813	129.43843	48.733412	40768	40813	46	YBL097W
714	chrII	202585	202630	+	202612	25.453122	10.243329	202602	202612	11	NA
427	chrII	39091	39125	+	39115	302.022998	157.685182	39113	39121	9	YBL098W
725	chrII	204934	205033	+	205031	6.828887	2.172827	204964	205033	70	NA
726	chrII	205170	205377	+	205171	29.798778	4.345655	205171	205374	204	NA
728	chrII	205599	205773	+	205740	21.728278	3.414443	205641	205752	112	NA
420	chrII	36650	36766	+	36757	2848.576599	1558.537985	36733	36757	25	YBL099W
2764	chrII	178460	178496	-	178462	4.656059	1.862423	178461	178495	35	NA
2765	chrII	178646	178682	-	178681	11.174541	8.691309	178681	178682	2	NA
2766	chrII	178852	178993	-	178898	22.349084	3.414443	178878	178968	91	NA
2767	chrII	179071	179184	-	179154	7.760099	2.483231	179106	179171	66	NA
2769	chrII	179517	179607	-	179538	5.897675	1.862423	179520	179602	83	NA
2771	chrII	179912	179985	-	179924	5.276868	0.931212	179922	179983	62	NA
2772	chrII	180063	180138	-	180087	4.345656	0.620808	180085	180137	53	NA
2773	chrII	180186	180247	-	180189	15.209793	4.966462	180188	180243	56	NA
2774	chrII	180411	181026	-	180486	135.646519	17.693022	180472	180977	506	NA
407	chrII	29379	29629	+	29576	56.183112	10.243329	29454	29585	132	YBL100W-A
735	chrII	209716	209770	+	209748	6.20808	1.55202	209737	209752	16	NA
736	chrII	209972	209985	+	209984	4.966463	2.793635	209977	209985	9	NA
737	chrII	210202	210203	+	210203	1.241616	0.931212	210202	210203	2	NA
738	chrII	210622	210650	+	210625	1.862424	0.620808	210622	210650	29	NA
739	chrII	211109	211140	+	211109	1.241616	0.310404	211109	211140	32	NA
743	chrII	216596	216746	+	216729	14.89939	3.414443	216622	216739	118	NA
744	chrII	216779	216958	+	216831	22.659488	6.828886	216811	216911	101	NA
2447	chrII	28764	28813	-	28782	3.724848	0.931212	28767	28813	47	YBL101C
399	chrII	23906	24027	+	23980	172.274168	58.045529	23980	24010	31	YBL102W
400	chrII	24081	24285	+	24085	51.527054	17.072215	24085	24250	166	YBL102W
759	chrII	221432	221502	+	221459	50.595842	16.761811	221457	221480	24	NA
761	chrII	222613	222699	+	222643	32.902817	4.035251	222639	222685	47	NA
762	chrII	224713	224777	+	224738	49.354223	38.800488	224738	224757	20	NA
764	chrII	225476	225529	+	225495	28.246758	6.828886	225492	225505	14	NA
765	chrII	226201	226251	+	226236	108.951771	54.631087	226235	226237	3	NA
2432	chrII	23746	23816	-	23781	313.197537	85.671477	23774	23799	26	YBL103C
2783	chrII	186245	186327	-	186245	5.897676	1.241616	186245	186327	83	NA
2421	chrII	21195	21336	-	21313	54.631091	12.416156	21222	21318	97	YBL104C
